transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
57886	57886	KOG3630	Nuclear pore complex, Nup214/CAN component	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
61765	61765	KOG2737	Putative metallopeptidase	General function prediction only 	POORLY CHARACTERIZED
34221	34221	KOG0048	Transcription factor, Myb superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
44781	44781	KOG3902	Histone acetyltransferase PCAF/SAGA, subunit SUPT3H/SPT3	Transcription 	INFORMATION STORAGE AND PROCESSING
119633	119633	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
77412	77412	KOG4035	Coeffector of mDia Rho GTPase, regulates actin polymerization and cell adhesion turnover	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
77412	77412	KOG4035	Coeffector of mDia Rho GTPase, regulates actin polymerization and cell adhesion turnover	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
119638	119638	KOG2357	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
109870	109870	KOG1874	KEKE-like motif-containing transcription regulator (Rlr1)/suppressor of sin4	Transcription 	INFORMATION STORAGE AND PROCESSING
124170	124170	KOG1269	SAM-dependent methyltransferases	Lipid transport and metabolism 	METABOLISM
124170	124170	KOG1269	SAM-dependent methyltransferases	General function prediction only 	POORLY CHARACTERIZED
109872	109872	KOG0260	RNA polymerase II, large subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
78072	78072	KOG1211	Amidases	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
124172	124172	KOG0663	Protein kinase PITSLRE and related kinases	General function prediction only 	POORLY CHARACTERIZED
21120	21120	KOG3957	Predicted L-carnitine dehydratase/alpha-methylacyl-CoA racemase	Lipid transport and metabolism 	METABOLISM
106531	106531	KOG3886	GTP-binding protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
124174	124174	KOG0883	Cyclophilin type, U box-containing peptidyl-prolyl cis-trans isomerase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
109876	109876	KOG1164	Casein kinase (serine/threonine/tyrosine protein kinase)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
106533	106533	KOG3103	Rab GTPase interacting factor, Golgi membrane protein	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
2826	2826	KOG0389	SNF2 family DNA-dependent ATPase	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
124177	124177	KOG1215	Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
124179	124179	KOG0594	Protein kinase PCTAIRE and related kinases	General function prediction only 	POORLY CHARACTERIZED
2829	2829	KOG0575	Polo-like serine/threonine protein kinase	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
64314	64314	KOG2504	Monocarboxylate transporter	Carbohydrate transport and metabolism 	METABOLISM
67658	67658	KOG2457	A/G-specific adenine DNA glycosylase	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
110414	110414	KOG1405	4-aminobutyrate aminotransferase	Amino acid transport and metabolism 	METABOLISM
110415	110415	KOG1187	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
107197	107197	KOG1902	Putative signal transduction protein involved in RNA splicing	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
107197	107197	KOG1902	Putative signal transduction protein involved in RNA splicing	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
47330	47330	KOG2744	DNA-binding proteins Bright/BRCAA1/RBP1 and related proteins containing BRIGHT domain	Transcription 	INFORMATION STORAGE AND PROCESSING
57891	57891	KOG0035	Ca2+-binding actin-bundling protein (actinin), alpha chain (EF-Hand protein superfamily)	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
64318	64318	KOG2809	Telomerase elongation inhibitor/RNA maturation protein PINX1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
64318	64318	KOG2809	Telomerase elongation inhibitor/RNA maturation protein PINX1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
111074	111074	KOG2958	Galactose-1-phosphate uridylyltransferase	Energy production and conversion 	METABOLISM
110418	110418	KOG2510	SWI-SNF chromatin-remodeling complex protein	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
120978	120978	KOG1790	60s ribosomal protein L34	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
54550	54550	KOG1200	Mitochondrial/plastidial beta-ketoacyl-ACP reductase	Lipid transport and metabolism 	METABOLISM
103993	103993	KOG2249	3'-5' exonuclease	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
111077	111077	KOG3455	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
51212	51212	KOG0875	60S ribosomal protein L5	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
61771	61771	KOG4653	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
54554	54554	KOG2698	GTP cyclohydrolase I	Coenzyme transport and metabolism 	METABOLISM
119642	119642	KOG4288	Predicted oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
119645	119645	KOG3751	Growth factor receptor-bound proteins (GRB7, GRB10, GRB14)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
77423	77423	KOG4525	Jacalin-like lectin domain-containing protein	General function prediction only 	POORLY CHARACTERIZED
6037	6037	KOG1118	Lysophosphatidic acid acyltransferase endophilin/SH3GL, involved in synaptic vesicle formation	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
6037	6037	KOG1118	Lysophosphatidic acid acyltransferase endophilin/SH3GL, involved in synaptic vesicle formation	Lipid transport and metabolism 	METABOLISM
2830	2830	KOG3335	Predicted coiled-coil protein	General function prediction only 	POORLY CHARACTERIZED
124181	124181	KOG2530	Members of tubulin/FtsZ family	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
81303	81303	KOG2404	Fumarate reductase, flavoprotein subunit	Energy production and conversion 	METABOLISM
57100	57100	KOG2510	SWI-SNF chromatin-remodeling complex protein	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
2835	2835	KOG2699	Predicted ubiquitin regulatory protein	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
124187	124187	KOG0858	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
120980	120980	KOG1878	Nuclear receptor coregulator SMRT/SMRTER, contains Myb-like domains	Transcription 	INFORMATION STORAGE AND PROCESSING
109889	109889	KOG0161	Myosin class II heavy chain	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
110423	110423	KOG0304	mRNA deadenylase subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
120983	120983	KOG4203	Armadillo/beta-Catenin/plakoglobin	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
120983	120983	KOG4203	Armadillo/beta-Catenin/plakoglobin	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
74884	74884	KOG0371	Serine/threonine protein phosphatase 2A, catalytic subunit	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
110424	110424	KOG0396	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
53900	53900	KOG2504	Monocarboxylate transporter	Carbohydrate transport and metabolism 	METABOLISM
64327	64327	KOG1637	Threonyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
53902	53902	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
103209	103209	KOG4476	Gluconate transport-inducing protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
103209	103209	KOG4476	Gluconate transport-inducing protein	Carbohydrate transport and metabolism 	METABOLISM
53903	53903	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
111085	111085	KOG1680	Enoyl-CoA hydratase	Lipid transport and metabolism 	METABOLISM
54564	54564	KOG0186	Proline oxidase	Amino acid transport and metabolism 	METABOLISM
27020	27020	KOG1844	PHD Zn-finger proteins	General function prediction only 	POORLY CHARACTERIZED
54567	54567	KOG0384	Chromodomain-helicase DNA-binding protein	Transcription 	INFORMATION STORAGE AND PROCESSING
29709	29709	KOG2620	Prohibitins and stomatins of the PID superfamily	Energy production and conversion 	METABOLISM
119651	119651	KOG3422	Mitochondrial ribosomal protein L16	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
51228	51228	KOG4563	Cell cycle-regulated histone H1-binding protein	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
51228	51228	KOG4563	Cell cycle-regulated histone H1-binding protein	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
27025	27025	KOG0671	LAMMER dual specificity kinases	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
40808	40808	KOG1208	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
119658	119658	KOG1049	Polyadenylation factor I complex, subunit FIP1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
34248	34248	KOG0528	HMG-box transcription factor SOX5	Transcription 	INFORMATION STORAGE AND PROCESSING
78095	78095	KOG4197	FOG: PPR repeat	General function prediction only 	POORLY CHARACTERIZED
124195	124195	KOG3361	Iron binding protein involved in Fe-S cluster formation	Energy production and conversion 	METABOLISM
109895	109895	KOG0745	Putative ATP-dependent Clp-type protease (AAA+ ATPase superfamily)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
2845	2845	KOG0082	G-protein alpha subunit (small G protein superfamily)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
2845	2845	KOG0082	G-protein alpha subunit (small G protein superfamily)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
106556	106556	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
64332	64332	KOG3330	Transport protein particle (TRAPP) complex subunit	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
103215	103215	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Lipid transport and metabolism 	METABOLISM
103215	103215	KOG0157	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
67678	67678	KOG4742	Predicted chitinase	General function prediction only 	POORLY CHARACTERIZED
120994	120994	KOG0364	Chaperonin complex component, TCP-1 gamma subunit (CCT3)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
111093	111093	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
120998	120998	KOG1282	Serine carboxypeptidases (lysosomal cathepsin A)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
120998	120998	KOG1282	Serine carboxypeptidases (lysosomal cathepsin A)	Amino acid transport and metabolism 	METABOLISM
71559	71559	KOG3271	Translation initiation factor 5A (eIF-5A)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
29716	29716	KOG2765	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
61794	61794	KOG3721	Mitochondrial endonuclease	Nucleotide transport and metabolism 	METABOLISM
37593	37593	KOG1489	Predicted GTP-binding protein (ODN superfamily)	General function prediction only 	POORLY CHARACTERIZED
40814	40814	KOG4174	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
119664	119664	KOG1870	Ubiquitin C-terminal hydrolase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
77440	77440	KOG2885	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
123540	123540	KOG1869	Splicing coactivator SRm160/300, subunit SRm300	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
77441	77441	KOG3983	Golgi protein	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
123541	123541	KOG0762	Mitochondrial carrier protein	Energy production and conversion 	METABOLISM
6057	6057	KOG2992	Nucleolar GTPase/ATPase p130	Nuclear structure 	CELLULAR PROCESSES AND SIGNALING
123543	123543	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
74103	74103	KOG0406	Glutathione S-transferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
77447	77447	KOG3154	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
105904	105904	KOG0106	Alternative splicing factor SRp55/B52/SRp75 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
21150	21150	KOG1492	C3H1-type Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
21152	21152	KOG2428	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
120206	120206	KOG1812	Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
103222	103222	KOG3506	40S ribosomal protein S29	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
61000	61000	KOG1135	mRNA cleavage and polyadenylation factor II complex, subunit CFT2 (CPSF subunit)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
106569	106569	KOG0593	Predicted protein kinase KKIAMRE	General function prediction only 	POORLY CHARACTERIZED
46702	46702	KOG2753	Uncharacterized conserved protein, contains PCI domain	General function prediction only 	POORLY CHARACTERIZED
110444	110444	KOG2153	Protein involved in the nuclear export of pre-ribosomes	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
110444	110444	KOG2153	Protein involved in the nuclear export of pre-ribosomes	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
64345	64345	KOG0540	3-Methylcrotonyl-CoA carboxylase, non-biotin containing subunit/Acetyl-CoA carboxylase carboxyl transferase, subunit beta	Amino acid transport and metabolism 	METABOLISM
64345	64345	KOG0540	3-Methylcrotonyl-CoA carboxylase, non-biotin containing subunit/Acetyl-CoA carboxylase carboxyl transferase, subunit beta	Lipid transport and metabolism 	METABOLISM
57128	57128	KOG3625	Alpha amylase	Carbohydrate transport and metabolism 	METABOLISM
70907	70907	KOG4177	Ankyrin	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
71563	71563	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
57129	57129	KOG4779	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
64347	64347	KOG0613	Projectin/twitchin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
71566	71566	KOG1382	Multiple inositol polyphosphate phosphatase	General function prediction only 	POORLY CHARACTERIZED
36941	36941	KOG0345	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5400	5400	KOG0703	Predicted GTPase-activating protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
27042	27042	KOG2458	Endoplasmic reticulum protein EP58, contains filamin rod domain and KDEL motif	General function prediction only 	POORLY CHARACTERIZED
5403	5403	KOG1681	Enoyl-CoA isomerase	Lipid transport and metabolism 	METABOLISM
54589	54589	KOG3224	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
